Date,Close,Returns
2012-01-03,157.23666381835938,0.0
2012-01-04,155.64666748046875,-0.010112122066691764
2012-01-05,157.45333862304688,0.011607515739486152
2012-01-06,153.48666381835938,-0.02519270051290534
2012-01-09,150.5,-0.01945878387124156
2012-01-10,150.06333923339844,-0.0029014004425352846
2012-01-11,152.31666564941406,0.015015835496709595
2012-01-12,152.7100067138672,0.0025823901985779774
2012-01-13,153.14666748046875,0.0028594116128861646
2012-01-17,155.1199951171875,0.012885214345068396
2012-01-18,156.95333862304688,0.011818872895621002
2012-01-19,158.21665954589844,0.008049022301371167
2012-01-20,148.55999755859375,-0.0610344196054986
2012-01-23,148.1300048828125,-0.00289440416564124
2012-01-24,146.6666717529297,-0.009878708442901063
2012-01-25,151.8866729736328,0.03559091617962529
2012-01-26,152.1266632080078,0.0015800611711118684
2012-01-27,153.0,0.005740852875988356
2012-01-30,152.17333984375,-0.0054030075571895875
2012-01-31,153.30332946777344,0.007425674071317001
2012-02-01,154.31333923339844,0.006588309393745551
2012-02-02,161.0,0.043331709363686466
2012-02-03,164.00332641601562,0.018654201341711918
2012-02-06,163.79666137695312,-0.0012601271180211482
2012-02-07,164.6666717529297,0.005311526917965548
2012-02-08,163.97332763671875,-0.004210591668794117
2012-02-09,164.1366729736328,0.0009961701654062072
2012-02-10,163.61000061035156,-0.0032087427735656426
2012-02-13,167.69000244140625,0.02493736211621611
2012-02-14,170.13333129882812,0.014570509999698
2012-02-15,168.41000366210938,-0.01012927698272037
2012-02-16,169.17999267578125,0.004572109713961714
2012-02-17,168.663330078125,-0.003053922567820333
2012-02-21,168.30332946777344,-0.0021344331941318684
2012-02-22,168.02667236328125,-0.0016438005437389158
2012-02-23,168.7866668701172,0.004523058727204932
2012-02-24,170.9199981689453,0.01263921693808756
2012-02-27,171.41000366210938,0.0028668704564325243
2012-02-28,171.89666748046875,0.002839179790922186
2012-02-29,170.5399932861328,-0.007892382174832346
2012-03-01,173.77667236328125,0.018979003193215327
2012-03-02,172.30332946777344,-0.008478369826461996
2012-03-05,171.14332580566406,-0.006732334573525067
2012-03-06,168.8800048828125,-0.013224710412730878
