Date,Close,Returns
2012-01-03,74.44999694824219,0.0
2012-01-04,73.18000030517578,-0.017058384084949085
2012-01-05,72.69000244140625,-0.006695789310277922
2012-01-06,73.02999877929688,0.00467734662912811
2012-01-09,73.3499984741211,0.004381756814638482
2012-01-10,74.22000122070312,0.01186097838691813
2012-01-11,74.73999786376953,0.007006152445620861
2012-01-12,74.69000244140625,-0.0006689245891391415
2012-01-13,74.91000366210938,0.0029455243474616477
2012-01-17,75.25,0.004538730760503151
2012-01-18,76.4800033569336,0.01634555956057926
2012-01-19,77.91000366210938,0.018697701914341502
2012-01-20,78.1500015258789,0.003080449910006333
2012-01-23,77.58999633789062,-0.007165773218863469
2012-01-24,78.29000091552734,0.009021840580947016
2012-01-25,79.25,0.012262090602201736
2012-01-26,79.37000274658203,0.0015142302407826769
2012-01-27,79.08999633789062,-0.0035278618999854405
2012-01-30,78.98999786376953,-0.0012643631148226975
2012-01-31,78.41000366210938,-0.007342628400376028
2012-02-01,79.5,0.013901240747133725
2012-02-02,79.37999725341797,-0.00150946851046585
2012-02-03,79.91000366210938,0.006676825737337522
2012-02-06,80.52999877929688,0.0077586671101790294
2012-02-07,77.51000213623047,-0.03750151109952338
2012-02-08,76.80999755859375,-0.00903115157197909
2012-02-09,76.8499984741211,0.0005207774612521199
2012-02-10,76.41999816894531,-0.00559531963192661
2012-02-13,76.86000061035156,0.0057576871492919235
2012-02-14,76.69999694824219,-0.002081754629700394
2012-02-15,77.26000213623047,0.007301241333375508
2012-02-16,77.61000061035156,0.004530138033182363
2012-02-17,77.4000015258789,-0.0027058250588990473
2012-02-21,77.11000061035156,-0.003746781780493702
2012-02-22,76.83000183105469,-0.003631160382318588
2012-02-23,76.44999694824219,-0.004946048077001386
2012-02-24,77.27999877929688,0.010856793514545382
2012-02-27,77.12000274658203,-0.002070342070938369
2012-02-28,77.22000122070312,0.0012966606659712276
2012-02-29,76.22000122070312,-0.012950012745297612
2012-03-01,76.37999725341797,0.0020991344811391865
2012-03-02,76.66999816894531,0.0037968175694633732
2012-03-05,76.01000213623047,-0.008608269837968696
2012-03-06,75.44000244140625,-0.007499009062026163
2012-03-07,75.44999694824219,0.0001324828540891776
2012-03-08,76.5999984741211,0.015241902881292235
